Number or species;S0 Promotor Range;S0 Promotor Influence;S0 Demotor Range;S0 Demotor Influence;S1 Promotor Range;S1 Promotor Influence;S1 Demotor Range;S1 Demotor Influence;Number of iterations;Simulation time;OP iter 0;OP iter 1;OP iter 2;OP iter 3;OP iter 4;OP iter 5;OP iter 6;OP iter 7;OP iter 8;OP iter 9;
2;3.2;1;6;-0.2;3.2;1;6;-0.2;10;6.826424;0.00039198084;0.4270595;0.6721025;0.70487833;0.718709;0.72709394;0.73256516;0.7360133;0.73840624;0.7406855;0.74258614;
